"Gemeinde","Längengrad_Gemeinde","Breitengrad_Gemeinde","state","Hauptstadt","Längengrad","Breitengrad"
"WOELPINGHAUSEN",9.237707,52.41911,"Lower Saxony","Hannover",9.7385532,52.3744779
"HOHNHORST",9.371285,52.368567,"Lower Saxony","Hannover",9.7385532,52.3744779
"RADDESTORF",8.961702,52.455222,"Lower Saxony","Hannover",9.7385532,52.3744779
"BALGE",9.184785,52.718245,"Lower Saxony","Hannover",9.7385532,52.3744779
"WIETZEN",9.084499,52.713048,"Lower Saxony","Hannover",9.7385532,52.3744779
"BINNEN",9.135239,52.618382,"Lower Saxony","Hannover",9.7385532,52.3744779
"PENNIGSEHL",9.026812,52.642381,"Lower Saxony","Hannover",9.7385532,52.3744779
"HEEMSEN",9.262984,52.704419,"Lower Saxony","Hannover",9.7385532,52.3744779
"HASSBERGEN",9.230031,52.73085,"Lower Saxony","Hannover",9.7385532,52.3744779
"ROHRSEN",9.232437,52.709796,"Lower Saxony","Hannover",9.7385532,52.3744779
"ESTORF1",9.141689,52.588451,"Lower Saxony","Hannover",9.7385532,52.3744779
"LEESE",9.11604,52.505729,"Lower Saxony","Hannover",9.7385532,52.3744779
"LINSBURG",9.303647,52.593547,"Lower Saxony","Hannover",9.7385532,52.3744779
"STOECKSE",9.341552,52.641122,"Lower Saxony","Hannover",9.7385532,52.3744779
"HELPSEN",9.115865,52.311691,"Lower Saxony","Hannover",9.7385532,52.3744779
"SEGGEBRUCH",9.095062,52.301545,"Lower Saxony","Hannover",9.7385532,52.3744779
"HESPE",9.112804,52.331976,"Lower Saxony","Hannover",9.7385532,52.3744779
"LINDHORST",9.284344,52.358059,"Lower Saxony","Hannover",9.7385532,52.3744779
"BECKEDORF",9.313716,52.342837,"Lower Saxony","Hannover",9.7385532,52.3744779
"HEUERSSEN",9.277037,52.329615,"Lower Saxony","Hannover",9.7385532,52.3744779
"LUEDERSFELD",9.252911,52.358924,"Lower Saxony","Hannover",9.7385532,52.3744779
"BAD EILSEN",9.105939,52.2407,"Lower Saxony","Hannover",9.7385532,52.3744779
"HEESSEN",9.105587,52.23215,"Lower Saxony","Hannover",9.7385532,52.3744779
"LUHDEN",9.092095,52.226019,"Lower Saxony","Hannover",9.7385532,52.3744779
"NIEDERNWOEHREN",9.147705,52.352046,"Lower Saxony","Hannover",9.7385532,52.3744779
"LAUENHAGEN",9.208019,52.356164,"Lower Saxony","Hannover",9.7385532,52.3744779
"MEERBECK",9.14462,52.342306,"Lower Saxony","Hannover",9.7385532,52.3744779
"POLLHAGEN",9.18941,52.383784,"Lower Saxony","Hannover",9.7385532,52.3744779
"HUELSEDE",9.36141,52.25013,"Lower Saxony","Hannover",9.7385532,52.3744779
"MESSENKAMP",9.380084,52.260048,"Lower Saxony","Hannover",9.7385532,52.3744779
"LAGE",8.79254,51.991233,"North Rhine-Westphalia","Duesseldorf",6.7763137,51.2254018
"BLOMBERG1",9.091039,51.943469,"North Rhine-Westphalia","Duesseldorf",6.7763137,51.2254018
"NIESTE",9.671331,51.313325,"Hesse","Wiesbaden",8.2416556,50.0820384
"ROHRBERG",10.021544,51.410502,"Thuringia","Erfurt",11.0287364,50.9777974
"WINGERODE",10.237731,51.391694,"Thuringia","Erfurt",11.0287364,50.9777974
"DIELMISSEN",9.607235,51.971155,"Lower Saxony","Hannover",9.7385532,52.3744779
"KNEITLINGEN",10.760789,52.174777,"Lower Saxony","Hannover",9.7385532,52.3744779
"VAHLBERG",10.69808,52.13739,"Lower Saxony","Hannover",9.7385532,52.3744779
"HEERE",10.249768,52.065605,"Lower Saxony","Hannover",9.7385532,52.3744779
"BOERSSUM",10.582434,52.069203,"Lower Saxony","Hannover",9.7385532,52.3744779
"MARIENTAL",10.98211,52.277065,"Lower Saxony","Hannover",9.7385532,52.3744779
"FRELLSTEDT",10.914392,52.206399,"Lower Saxony","Hannover",9.7385532,52.3744779
"RAEBKE",10.878602,52.194636,"Lower Saxony","Hannover",9.7385532,52.3744779
"GROSS TWUELPSTEDT",10.919959,52.373685,"Lower Saxony","Hannover",9.7385532,52.3744779
"BERGFELD",10.845843,52.546012,"Lower Saxony","Hannover",9.7385532,52.3744779
"VORDORF",10.522861,52.368373,"Lower Saxony","Hannover",9.7385532,52.3744779
"HAHAUSEN",10.218368,51.948362,"Lower Saxony","Hannover",9.7385532,52.3744779
"BEENDORF",11.085883,52.242316,"Saxony-Anhalt","Magdeburg",11.6399609,52.1315889
"INGERSLEBEN",11.141635,52.213635,"Saxony-Anhalt","Magdeburg",11.6399609,52.1315889
"HARBKE",11.044778,52.189552,"Saxony-Anhalt","Magdeburg",11.6399609,52.1315889
"UMMENDORF",11.181566,52.156434,"Saxony-Anhalt","Magdeburg",11.6399609,52.1315889
"WEFENSLEBEN",11.160065,52.18522,"Saxony-Anhalt","Magdeburg",11.6399609,52.1315889
"HOETENSLEBEN",11.020955,52.118627,"Saxony-Anhalt","Magdeburg",11.6399609,52.1315889
"VOELPKE",11.09769,52.139226,"Saxony-Anhalt","Magdeburg",11.6399609,52.1315889
"AUSLEBEN",11.114198,52.089985,"Saxony-Anhalt","Magdeburg",11.6399609,52.1315889
"GROENINGEN",11.218881,51.937091,"Saxony-Anhalt","Magdeburg",11.6399609,52.1315889
"KROPPENSTEDT",11.308753,51.942154,"Saxony-Anhalt","Magdeburg",11.6399609,52.1315889
"SCHWANEBECK",11.120899,51.967391,"Saxony-Anhalt","Magdeburg",11.6399609,52.1315889
"EGELN",11.425328,51.941439,"Saxony-Anhalt","Magdeburg",11.6399609,52.1315889
"WOLMIRSLEBEN",11.487188,51.947432,"Saxony-Anhalt","Magdeburg",11.6399609,52.1315889
"GUESTEN",11.605461,51.794501,"Saxony-Anhalt","Magdeburg",11.6399609,52.1315889
"BURGSTALL",11.697357,52.407425,"Saxony-Anhalt","Magdeburg",11.6399609,52.1315889
"KAMERN",12.112871,52.748794,"Saxony-Anhalt","Magdeburg",11.6399609,52.1315889
"KLIETZ",12.068475,52.667498,"Saxony-Anhalt","Magdeburg",11.6399609,52.1315889
"SANDAU (ELBE)",12.046326,52.789726,"Saxony-Anhalt","Magdeburg",11.6399609,52.1315889
"SCHOENHAUSEN (ELBE)",12.035891,52.579028,"Saxony-Anhalt","Magdeburg",11.6399609,52.1315889
"ROCHAU",11.74164,52.707241,"Saxony-Anhalt","Magdeburg",11.6399609,52.1315889
"ARNEBURG",12.002138,52.675249,"Saxony-Anhalt","Magdeburg",11.6399609,52.1315889
"EICHSTEDT (ALTMARK)",11.852323,52.680118,"Saxony-Anhalt","Magdeburg",11.6399609,52.1315889
"HASSEL",11.92681,52.640158,"Saxony-Anhalt","Magdeburg",11.6399609,52.1315889
"HOHENBERG KRUSEMARK",11.947319,52.722925,"Saxony-Anhalt","Magdeburg",11.6399609,52.1315889
"IDEN",11.910947,52.779812,"Saxony-Anhalt","Magdeburg",11.6399609,52.1315889
"LUENNE",7.423778,52.43095,"Lower Saxony","Hannover",9.7385532,52.3744779
"SCHAPEN",7.558824,52.401912,"Lower Saxony","Hannover",9.7385532,52.3744779
"NEUENKIRCHEN9",7.37282,52.244641,"North Rhine-Westphalia","Duesseldorf",6.7763137,51.2254018
"DRENTWEDE",8.573205,52.743443,"Lower Saxony","Hannover",9.7385532,52.3744779
"EYDELSTEDT",8.548216,52.691527,"Lower Saxony","Hannover",9.7385532,52.3744779
"BROCKUM",8.41884,52.46665,"Lower Saxony","Hannover",9.7385532,52.3744779
"HUEDE",8.356987,52.49539,"Lower Saxony","Hannover",9.7385532,52.3744779
"BARVER",8.593598,52.620672,"Lower Saxony","Hannover",9.7385532,52.3744779
"REHDEN",8.482683,52.609902,"Lower Saxony","Hannover",9.7385532,52.3744779
"WETSCHEN",8.448796,52.612875,"Lower Saxony","Hannover",9.7385532,52.3744779
"LEMBRUCH",8.366446,52.526785,"Lower Saxony","Hannover",9.7385532,52.3744779
"EGGERMUEHLEN",7.815537,52.568715,"Lower Saxony","Hannover",9.7385532,52.3744779
"KETTENKAMP",7.829719,52.586115,"Lower Saxony","Hannover",9.7385532,52.3744779
"NEUENKIRCHEN10",7.83787,52.41908,"Lower Saxony","Hannover",9.7385532,52.3744779
"VOLTLAGE",7.744771,52.430409,"Lower Saxony","Hannover",9.7385532,52.3744779
"SPAHNHARRENSTAETTE",7.601923,52.869924,"Lower Saxony","Hannover",9.7385532,52.3744779
"WERPELOH",7.507496,52.875508,"Lower Saxony","Hannover",9.7385532,52.3744779
"LAHN",7.616105,52.81632,"Lower Saxony","Hannover",9.7385532,52.3744779
"VREES",7.774552,52.887605,"Lower Saxony","Hannover",9.7385532,52.3744779
"HETZERATH",6.814124,49.878516,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"SPANGDAHLEM",6.680342,49.983966,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"KINHEIM",7.05552,49.975676,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"DARSCHEID",6.890826,50.213264,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"SCHOENBACH1",6.945929,50.215438,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"WEINSHEIM",6.471015,50.229984,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"IRREL",6.455876,49.844941,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"FERSCHWEILER",6.404686,49.863213,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"METTENDORF",6.330049,49.947693,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"BIEBELNHEIM",8.170386,49.796214,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"ERBES BUEDESHEIM",8.032363,49.756689,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"ENGELSTADT",8.065522,49.903044,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"FRIESENHEIM",8.257524,49.83616,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"HAHNHEIM",8.237836,49.862106,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"SELZEN",8.253907,49.862938,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"GABSHEIM",8.174974,49.827822,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"SCHORNSHEIM",8.174349,49.846568,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"DORSHEIM",7.873309,49.926155,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"RUEMMELSHEIM",7.859905,49.934218,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"HORRWEILER",7.964195,49.898103,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"LAUFERSWEILER",7.305352,49.897258,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"MENGERSCHIED",7.505604,49.912549,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"RIESWEILER",7.557005,49.959872,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"VOLXHEIM",7.928991,49.818084,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"STAUDERNHEIM",7.688148,49.775562,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"MONZINGEN",7.592788,49.799018,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"ODERNHEIM AM GLAN",7.705568,49.765576,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"WALLERTHEIM",8.05127,49.835395,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"WOLFSHEIM",8.041189,49.873147,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"ALTENBAMBERG",7.83272,49.785381,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"NORHEIM",7.814354,49.808022,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"BOCKENAU",7.680669,49.837509,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"GUTENBERG",7.7993,49.880588,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"MANDEL",7.768942,49.856824,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"WALLHAUSEN1",7.769102,49.889176,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"WEINSHEIM1",7.766963,49.837474,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"WALDBOECKELHEIM",7.717114,49.816097,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"GAU BICKELHEIM",8.020222,49.835596,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"SIEFERSHEIM",7.957191,49.796519,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"WONSHEIM",7.963894,49.782176,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"HOCHSTETTEN DHAUN",7.505357,49.799078,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"OBERHAUSEN BEI KIRN",7.450709,49.809723,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"BERGEN2",7.418004,49.78091,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"SIMMERTAL",7.520805,49.814046,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"HENNWEILER",7.436117,49.819237,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"RHAUNEN",7.346012,49.863975,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"BUNDENBACH",7.377149,49.842133,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"MERXHEIM",7.56188,49.794495,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"FISCHBACH",7.398916,49.74285,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"KIRSCHWEILER",7.24255,49.753774,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"KEMPFELD",7.242394,49.791206,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"MITTELREIDENBACH",7.441943,49.726505,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"MOERSCHIED",7.306744,49.789117,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"REICHENBACH1",7.285438,49.641057,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"RUSCHBERG",7.28833,49.619717,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"DAUSENAU",7.762508,50.331079,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"NIEVERN",7.680516,50.337414,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"FACHBACH",7.691321,50.338102,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"KALTENENGERS",7.541639,50.416846,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"NAUORT",7.624192,50.466149,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"MARIENRACHDORF",7.713522,50.551588,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"HARTENFELS",7.785433,50.571724,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"MAXSAIN",7.786441,50.543687,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"SESSENHAUSEN",7.71502,50.52689,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"HELFERSKIRCHEN",7.814659,50.512795,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"OETZINGEN",7.830601,50.49939,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"TREIS KARDEN",7.302777,50.174074,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"ROSSBACH1",7.682226,50.604538,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"GROSSMAISCHEID",7.634071,50.504881,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"EMMELSHAUSEN",7.55188,50.15564,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"GONDERSHAUSEN",7.496868,50.160728,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"HALSENBACH",7.550566,50.17601,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"BELTHEIM",7.461682,50.105877,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"BUCH",7.387139,50.077143,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"DOMMERSHAUSEN",7.399615,50.142691,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"LONNIG",7.40734,50.31047,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"RUEBER",7.375182,50.291993,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"PUDERBACH",7.60931,50.596154,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"DERNBACH",7.598158,50.544692,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"DUERRHOLZ",7.581406,50.587644,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"RAUBACH",7.624421,50.575172,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"URBACH",7.586631,50.562798,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"BREY",7.626757,50.272043,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"SPAY",7.64806,50.260131,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"WALDESCH",7.543863,50.279877,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"LOEF",7.440957,50.234638,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"OBERFELL",7.447717,50.257286,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"WOLKEN",7.472396,50.336645,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"LEHMEN",7.450328,50.283786,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"NEUHAEUSEL",7.709698,50.384057,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"ARZBACH",7.747792,50.379222,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"KADENBACH",7.72874,50.386876,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"SIMMERN",7.673094,50.389969,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"DACHSENHAUSEN",7.726333,50.254452,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"OSTERSPAI",7.617194,50.243537,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"BORNICH",7.766158,50.126919,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"DAHLHEIM",7.693383,50.211124,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"WEISEL",7.800533,50.118471,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"BERG1",7.814358,50.253667,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"BOGEL",7.799119,50.190492,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"BUCH1",7.87519,50.204749,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"MIEHLEN",7.830498,50.227043,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"SCHOENBORN2",7.997004,50.302256,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"HOLZAPPEL",7.895743,50.350798,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"SINGHOFEN",7.836103,50.274405,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"WINDEN",7.830885,50.338186,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"GIROD",7.910898,50.450715,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"GOERGESHAUSEN",7.955085,50.409197,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"GROSSHOLBACH",7.893295,50.447761,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"HEILIGENROTH",7.863387,50.449798,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"HOLLER",7.834296,50.412331,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"NIEDERELBERT",7.812119,50.408124,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"NIEDERERBACH",7.976963,50.426785,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"OBERELBERT",7.816133,50.389904,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"RUPPACH GOLDHAUSEN",7.880475,50.463234,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"WELSCHNEUDORF",7.797824,50.371558,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"DREIKIRCHEN",7.955072,50.446109,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"HUNDSANGEN",7.98814,50.452588,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"MEUDT",7.896912,50.49339,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"NIEDERAHR",7.861098,50.491504,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"NIEDERNEISEN",8.054726,50.335639,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"ALTHORNBACH",7.37523,49.20325,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"BATTWEILER",7.461753,49.277614,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"BOTTENBACH",7.496015,49.182046,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"BANN",7.611963,49.390185,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"HAUPTSTUHL",7.492518,49.400211,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"KINDSBACH",7.615011,49.416087,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"KONKEN",7.351078,49.508296,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"PFEFFELBACH",7.32696,49.540856,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"KOTTWEILER SCHWANDEN",7.538939,49.473245,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"NIEDERMOHR",7.464311,49.459844,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"REICHENBACH STEEGEN",7.527253,49.504593,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"BEDESBACH",7.459448,49.567802,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"BOSENBACH",7.529129,49.539629,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"RAMMELSBACH",7.444525,49.544395,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"ULMET",7.45624,49.58774,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"JETTENBACH",7.556308,49.535911,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"LAMBSBORN",7.428122,49.367433,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"MARTINSHOEHE",7.478531,49.364261,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"BECHHOFEN",7.40316,49.351317,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"KAESHOFEN",7.414971,49.327954,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"DITTWEILER",7.336886,49.431184,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"GRIES",7.400731,49.418642,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"OHMBACH",7.350284,49.448712,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"GLAN MUENCHWEILER",7.440223,49.472149,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"NANZDIETSCHWEILER",7.444893,49.445076,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"STEINBACH AM GLAN",7.382937,49.452455,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"BREITENBACH",7.271826,49.433957,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"DUNZWEILER",7.305681,49.415923,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"WALLHALBEN",7.524156,49.316276,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"HERMERSBERG",7.629693,49.322729,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"HERSCHBERG",7.546333,49.305887,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"WESELBERG",7.607431,49.337931,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"EPPENBRUNN",7.559521,49.116242,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"RUPPERTSWEILER",7.688957,49.197464,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"TRULBEN",7.54377,49.139863,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"VINNINGEN",7.552777,49.155475,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"CLAUSEN",7.677425,49.260177,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"DONSIEDERS",7.64162,49.265789,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"MERZALBEN",7.73204,49.244632,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"HOEHEINOED",7.609229,49.289761,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"HOEHEISCHWEILER",7.550352,49.231392,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"HOEHFROESCHEN",7.562003,49.245712,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"NUENSCHWEILER",7.503186,49.223401,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"ERFWEILER",7.81096,49.156482,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"FISCHBACH BEI DAHN",7.71156,49.087476,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"LUDWIGSWINKEL",7.662747,49.075556,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"HINTERWEIDENTHAL",7.756935,49.194296,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"RUPPERTSBERG",8.197281,49.399386,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"FRIEDELSHEIM",8.22256,49.447276,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"GOENNHEIM",8.237788,49.448987,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"ERPOLZHEIM",8.225515,49.489142,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"KALLSTADT",8.175079,49.4913,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"GEROLSHEIM",8.262651,49.547125,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"GROSSKARLBACH",8.223336,49.538761,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"LAUMERSHEIM",8.233583,49.55425,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"GROSSNIEDESHEIM",8.312351,49.57554,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"KLEINNIEDESHEIM",8.322793,49.587855,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"KINDENHEIM",8.161415,49.610384,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"KLEINKARLBACH",8.154192,49.540002,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"NEULEININGEN",8.139768,49.542779,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"HERXHEIM AM BERG",8.17949,49.509464,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"EBERTSHEIM",8.10893,49.56781,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"MAUCHENHEIM",8.046435,49.717387,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"MORSCHHEIM",8.025694,49.697034,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"MARNHEIM",8.04114,49.6341,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"KERZENHEIM",8.060919,49.576262,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"RAMSEN",8.011621,49.537284,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"BUBENHEIM1",8.11865,49.628173,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"EINSELTHUM",8.125637,49.652447,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"ZELLERTAL",8.134593,49.642653,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
"ALTLEININGEN",8.074275,49.508098,"Rhineland-Palatinate","Mainz",8.2762513,50.0012314
